date,home_team,away_team,home_score,away_score,outcome,home_odds,away_odds,injuries_home,injuries_away,home_team_norm,away_team_norm
2025-11-24,Phoenix Suns,Houston Rockets,92,114,0,,,,,,
2025-11-24,Golden State Warriors,Utah Jazz,134,117,1,,,,,,
2025-11-24,Sacramento Kings,Minnesota Timberwolves,117,112,1,,,,,,
2025-11-24,Indiana Pacers,Detroit Pistons,117,122,0,,,,,,
2025-11-24,Toronto Raptors,Cleveland Cavaliers,110,99,1,,,,,,
2025-11-24,Brooklyn Nets,New York Knicks,100,113,0,,,,,,
2025-11-24,Miami Heat,Dallas Mavericks,106,102,1,,,,,,
2025-11-24,Memphis Grizzlies,Denver Nuggets,115,125,0,,,,,,
2025-11-24,Milwaukee Bucks,Portland Trail Blazers,103,115,0,,,,,,
2025-11-24,New Orleans Pelicans,Chicago Bulls,143,130,1,,,,,,
2025-11-24,Phoenix Suns,Houston Rockets,92,114,0,,,,,,
2025-11-24,Golden State Warriors,Utah Jazz,134,117,1,,,,,,
2025-11-24,Sacramento Kings,Minnesota Timberwolves,117,112,1,,,,,,
2025-11-25,Washington Wizards,Atlanta Hawks,132,113,1,,,,,,
2025-11-25,Philadelphia 76ers,Orlando Magic,103,144,0,,,,,,
2025-11-25,Los Angeles Lakers,LA Clippers,135,118,1,,,,,,
2025-11-25,Washington Wizards,Atlanta Hawks,132,113,1,,,,,,
2025-11-25,Philadelphia 76ers,Orlando Magic,103,144,0,,,,,,
2025-11-25,Los Angeles Lakers,LA Clippers,135,118,1,,,,,,
